ADRNo;SOC;SOCCode: System Organ Class;HLT:Higher Level Term;HLTCode;PT: Preffered Term;PTCode;LLT: Lower Level Term;LLTCode
5575/19;Systemic disorders;19;General signs or symptoms;154;Recumbency;947;Recumbency;658
5575/19;Neurological disorders;14;Neuromuscular disorders;101;Hypertonia;778;Rigidity;1730
5575/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
5576/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
5576/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
5576/19;Systemic disorders;19;General signs or symptoms;154;Dehydration;657;Dehydration;1208
5576/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated blood urea nitrogen (BUN);2047
5577/19;Investigations;34;Electrolyte investigations;260;Hypokalaemia;1063;Hypokalaemia;2418
5577/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
5577/19;Investigations;34;White blood cell investigations;250;Leucocytosis NOS;97;Leucocytosis NOS;163
5577/19;Investigations;34;Thyroid investigations;256;Low thyroxine (T4);1050;Low thyroxine (T4);2670
5577/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
5577/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
5577/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5577/19;Investigations;34;Renal and urinary investigations;262;Decreased blood urea nitrogen (BUN) or creatinine;1120;Decreased blood urea nitrogen (BUN) or creatinine;2702
5577/19;Neurological disorders;14;Convulsions and epilepsy;97;Convulsion;397;Seizure NOS;645
5577/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated gamma-glutamyl transferase (GGT);2238
5578/19;Investigations;34;Electrolyte investigations;260;Hyponatremia;1064;Hyponatremia;2512
5578/19;Investigations;34;Electrolyte investigations;260;Hyperkalaemia;1060;Hyperkalaemia;1944
5578/19;Endocrine system disorders;7;Pancreas endocrine disorders;48;Diabetes mellitus;240;Diabetes mellitus;389
5578/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5578/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
5578/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Loose stool;304
5578/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Mucous stool;1080
5578/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
5578/19;Investigations;34;Investigations NOS;259;Elevated serum alkaline phosphatase (SAP);1100;Elevated serum alkaline phosphatase (SAP);2055
5578/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated blood urea nitrogen (BUN);2047
5578/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated creatinine;2048
5578/19;Investigations;34;Metabolic investigations;254;Hyperglycaemia;903;Hyperglycaemia;1946
5359/19;Investigations;34;Electrolyte investigations;260;Low sodium-potassium ratio (Na:K ratio);1065;Low sodium-potassium ratio (Na:K ratio);2630
4524/19;Investigations;34;Renal and urinary investigations;262;Elevated protein:creatinine ratio;1070;Elevated protein:creatinine ratio;2533
5579/19;Neurological disorders;14;Mental impairment;217;Disorientation;401;Disoriented state;1418
5579/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
5579/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Weakness;1023
5579/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Hind limb ataxia;1134
5579/19;Neurological disorders;14;Neuromuscular disorders;101;Hypertonia;778;Rigidity;1730
5579/19;Neurological disorders;14;Neuromuscular disorders;101;Muscle tremor;412;Muscle spasm NOS;682
5579/19;Neurological disorders;14;Paralytic and paretic disorders;102;Cranial nerve disorder;415;Cranial nerve disorder;1147
5579/19;Neurological disorders;14;Convulsions and epilepsy;97;Myoclonus;399;Myoclonus;650
5579/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated liver enzymes;1942
5579/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Unsettled;2673
5580/19;Investigations;34;Electrolyte investigations;260;Low sodium-potassium ratio (Na:K ratio);1065;Low sodium-potassium ratio (Na:K ratio);2630
5580/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Malaise;1027
5580/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Unable to stand;653
5580/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
5580/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Quiet;2645
5580/19;Investigations;34;Electrolyte investigations;260;Hyponatremia;1064;Hyponatremia;2512
5580/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Weakness;1023
5580/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5580/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic diarrhoea;195;Haemorrhagic diarrhoea;314
5580/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Bradycardia;120;Bradycardia;188
5581/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5581/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Hypersalivation;293
5582/19;Investigations;34;Pancreatic investigations;252;Elevated pancreatic enzymes;1040;Elevated lipase;2168
5582/19;Investigations;34;Renal and urinary investigations;262;Proteinuria;1083;Proteinuria;1961
5582/19;Investigations;34;Renal and urinary investigations;262;Urine abnormalities NOS;907;Urine abnormalities NOS;1959
5582/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
5582/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
5582/19;Investigations;34;Investigations NOS;259;Elevated serum alkaline phosphatase (SAP);1100;Elevated serum alkaline phosphatase (SAP);2055
5582/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated alanine aminotransferase (ALT);2050
5582/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated gamma-glutamyl transferase (GGT);2238
5582/19;Investigations;34;Metabolic investigations;254;Elevated serum lipids;1095;Elevated cholesterol (total);2266
5582/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated creatinine;2048
5582/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated blood urea nitrogen (BUN);2047
5582/19;Investigations;34;Electrolyte investigations;260;Hyperphosphataemia;1066;Hyperphosphataemia;2046
5583/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5583/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Hypersalivation;293
5586/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
5586/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
5586/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
5587/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (tick);2658
5588/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
5588/19;Application site disorders;1;Injection site reactions;3;Injection site stiffness;786;Injection site stiffness;1553
5589/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Stiffness NOS;1794
5589/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
5589/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
5590/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (flea);2649
5591/19;Systemic disorders;19;General signs or symptoms;154;Trauma NOS;897;Wound;2593
5591/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin disorders NOS;847;Skin disorders NOS;1756
5591/19;Behavioural disorders;2;Other behavioural disorders;6;Inappropriate urination;75;Inappropriate urination;124
5592/19;Digestive tract disorders;5;Other digestive tract disorders;35;Melaena;197;Melaena;317
5592/19;Digestive tract disorders;5;Other digestive tract disorders;35;Digestive tract haemorrhage NOS;188;Blood in faeces;1081
5592/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5593/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5593/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic diarrhoea;195;Bloody diarrhoea;315
5594/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (mite);2652
5595/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Quiet;2645
5595/19;Application site disorders;1;Injection site reactions;3;Injection site stiffness;786;Injection site stiffness;1553
5595/19;Application site disorders;1;Injection site reactions;3;Injection site pain;56;Injection site pain;93
5503/19;Systemic disorders;19;Death;151;Death;592;Death;984
5598/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (flea);2649
5563/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Off food;2740
5563/19;Behavioural disorders;2;Other behavioural disorders;6;Behavioural disorder NOS;71;Hiding;2207
5563/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
5563/19;Neurological disorders;14;Mental impairment;217;Disorientation;401;Disorientation;660
3681/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
5435/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
5435/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
5601/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Hypersalivation;293
5601/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
5601/19;Neurological disorders;14;Convulsions and epilepsy;97;Convulsion;397;Seizure NOS;645
5602/19;Investigations;34;Thrombocyte investigations;248;Thrombocytopenia;95;Thrombocytopenia;160
5602/19;Digestive tract disorders;5;Stomach disorders;38;Haematemesis;216;Haematemesis;342
5603/19;Neurological disorders;14;Paralytic and paretic disorders;102;Paresis;416;Monoparesis (paralysis of limb);1617
5449/19;Neurological disorders;14;Convulsions and epilepsy;97;Myoclonus;399;Extensor rigidity;1127
5449/19;Neurological disorders;14;Impaired consciousness;99;Loss of consciousness;405;Collapse (see also 'Cardio-vascular' and 'Systemic disorders');668
5449/19;Neurological disorders;14;Convulsions and epilepsy;97;Convulsion;397;Opisthotonus;644
5449/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Vocalisation;129
5604/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5606/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5606/19;Systemic disorders;19;Death;151;Death;592;Death;984
5606/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
5607/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Limb weakness;1121
5607/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Ataxia;654
5607/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
5607/19;Behavioural disorders;2;Other behavioural disorders;6;Aggression;69;Aggression;113
5608/19;Renal and urinary disorders;15;Renal disorders;107;Renal insufficiency;428;Renal failure;720
5457/19;Application site disorders;1;Application site reactions;1;Application site hair change;2;Application site alopecia;2
5457/19;Application site disorders;1;Application site reactions;1;Application site erythema;4;Application site erythema;5
5457/19;Application site disorders;1;Application site reactions;1;Application site lesion;9;Application site crust;16
5458/19;Application site disorders;1;Application site reactions;1;Application site hair change;2;Application site alopecia;2
5458/19;Application site disorders;1;Application site reactions;1;Application site inflammation;8;Application site dermatitis;1934
5458/19;Application site disorders;1;Application site reactions;1;Application site pruritus;14;Application site pruritus;25
5609/19;Neurological disorders;14;Neuromuscular disorders;101;Muscle tremor;412;Twitching;686
5609/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Unable to stand;653
5609/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Ataxia;654
5609/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
5609/19;Neurological disorders;14;Neuromuscular disorders;101;Mydriasis;413;Dilated pupils;1414
5609/19;Eye disorders;8;Abnormal vision;52;Impaired vision;253;Abnormal pupil light reflex;1097
5610/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
5480/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic gastroenteritis;196;Haemorrhagic gastroenteritis;316
5480/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
5480/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic diarrhoea;195;Bloody diarrhoea;315
4572/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5611/19;Systemic disorders;19;Death;151;Death;592;Death;984
5611/19;Skin and appendages disorders;18;Skin and subcutaneous tissue disorders;238;Skin necrosis;583;Skin necrosis;967
5611/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin lesion NOS;582;Skin lesion NOS;966
5483/19;Immune system disorders;10;Allergic conditions;72;Allergic oedema;320;Facial swelling (see also 'Skin');517
0051/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
